"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",5.16947354562581,8.28947879956104,0,"no","no","no","yes","no","yes","no","no",5,3,2,1,1,3,2,10,11,12
"GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",8.87493488565087,5.49533799523488,0,"no","no","no","yes","no","yes","no","no",3,2,3,1,1,4,2,15,12,13
"GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",2.9183724434115,7.08526649628766,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,11,12,13
"GP","M",17,"U","GT3","T",2,2,"other","other","home","father",27.3549742461182,1.37094598985277,0,"no","no","no","no","yes","no","yes","no",4,4,4,2,3,4,8,8,8,9
"GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",28.1354400480632,3.26092175976373,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,3,4,1,6,15,16,16
"GP","M",17,"U","GT3","T",3,1,"services","other","other","mother",5.39957925537601,3.70367629569955,0,"no","no","no","yes","yes","yes","yes","yes",5,4,4,3,4,5,0,11,11,14
"GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",19.8309693206102,4.59887571865693,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,8,10,11,12
"GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",14.9433686691336,3.94808320095763,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,5,1,3,5,4,10,12,14
"GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",23.6475725867786,4.76862355461344,0,"no","yes","no","no","yes","no","yes","yes",4,3,5,1,2,3,12,8,9,10
"GP","F",19,"U","GT3","T",3,3,"other","services","home","other",8.07822105009109,2.04541137092747,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,3,3,5,16,11,12,12
"GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",13.1842052196153,14.4868497899733,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,10,16,16,16
"GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",18.1133461743593,4.51279221242294,0,"no","yes","no","no","no","yes","no","no",4,4,3,1,1,3,2,13,13,13
"GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",13.0524217663333,4.71685999259353,0,"no","yes","no","yes","no","yes","no","yes",3,5,2,2,2,1,2,16,17,18
"GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",8.57783068949357,2.1623073280789,0,"no","yes","no","no","yes","yes","yes","yes",4,2,5,1,2,1,8,14,14,15
"GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",22.2769476904068,4.90565538150258,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,1,1,6,15,16,16
"GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",17.1909920393955,2.96104213688523,0,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,2,3,5,6,12,12,12
"GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",21.9053727015853,3.94623155891895,0,"no","no","no","no","no","no","yes","yes",4,1,1,1,1,5,15,12,9,10
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",22.4687207175884,1.55073213088326,0,"no","no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,6,11,12,12
"GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",8.03479298017919,4.45021194685251,1,"yes","yes","no","yes","yes","yes","yes","yes",2,4,4,1,1,4,2,14,12,13
"GP","F",17,"U","GT3","T",2,2,"other","services","reputation","father",59.8647518246435,7.52699888078496,0,"no","yes","no","no","yes","yes","yes","yes",4,2,3,1,1,1,8,13,15,15
"GP","F",19,"R","GT3","T",3,2,"services","services","reputation","father",5.04967953264713,2.4059753769543,1,"yes","yes","no","no","yes","no","yes","no",3,3,3,4,3,3,0,9,8,10
"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",17.373652785318,1.4396095611155,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,1,2,1,0,10,10,10
"GP","M",18,"U","GT3","T",1,2,"at_home","other","home","other",21.4793198963162,1.36667197896168,0,"no","no","no","no","no","no","yes","no",3,4,4,2,4,4,10,10,10,11
"GP","M",17,"U","LE3","A",4,1,"services","other","home","mother",26.9397566537373,1.03042363026179,0,"no","no","no","yes","yes","yes","yes","yes",4,5,4,2,4,5,22,11,11,10
"GP","M",17,"U","LE3","A",3,2,"teacher","services","home","mother",4.19945982238278,1.85111217130907,0,"no","no","no","no","yes","yes","yes","no",4,4,4,3,4,3,18,13,13,13
"GP","F",18,"R","LE3","T",1,1,"at_home","other","reputation","mother",21.9760926207528,13.6783706070855,0,"no","yes","no","yes","yes","yes","no","no",5,2,2,1,1,3,2,17,17,18
"GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",29.9838515091687,4.25570716173388,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,0,12,13,13
"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",8.27618837589398,4.29694239399396,0,"no","yes","no","no","no","yes","yes","no",5,4,5,1,2,5,12,12,12,14
"GP","F",18,"U","GT3","T",2,1,"other","other","reputation","mother",20.7641729770694,3.98925865977071,0,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,10,12,13,14
"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",12.2008326924406,2.870420639636,0,"no","no","no","no","no","yes","yes","no",4,3,3,1,2,4,0,12,12,12
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",13.7640494178049,8.66534316213802,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,2,0,18,18,18
"GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",4.14065885636955,5.46315823914483,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,13,13,14
"GP","M",18,"U","GT3","T",2,1,"services","services","reputation","mother",11.608179260511,8.36929751327261,0,"no","no","no","yes","yes","yes","yes","no",4,2,4,1,3,2,0,14,15,15
"GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",9.77097537368536,2.76208323636092,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,2,0,17,17,17
"GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",7.53329095663503,3.32704159477726,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,4,5,2,15,16,16
"GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",2.53624352347106,5.6626475811936,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,2,3,0,17,18,18
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",28.682134434348,10.6679705868009,0,"no","yes","no","no","yes","yes","no","no",3,1,2,1,1,3,0,18,19,19
"GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",17.9786020691972,5.78335269587114,0,"no","yes","no","yes","yes","yes","yes","no",5,4,2,1,1,4,0,14,15,15
"GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",12.1918985480443,1.46470119431615,0,"no","yes","no","no","yes","yes","yes","no",4,4,3,1,3,5,0,14,15,15
"GP","F",19,"U","GT3","T",4,4,"health","other","reputation","other",29.0590827749111,4.34000380337238,0,"no","yes","no","yes","yes","yes","yes","no",2,3,4,2,3,2,2,14,13,13
"GP","F",18,"U","LE3","T",4,3,"other","other","home","other",18.6434265004937,2.11362180835567,0,"no","yes","no","no","yes","yes","yes","yes",4,4,5,1,2,2,0,13,14,14
"GP","F",18,"U","GT3","T",4,3,"other","other","reputation","father",12.0843323846348,13.1941966072191,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,16,17,17
"GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",13.4481412987225,1.38240284472704,0,"no","yes","no","no","yes","yes","yes","yes",1,4,2,2,2,1,0,18,18,17
"GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",7.10483706276864,4.75545027549379,0,"no","yes","yes","no","yes","yes","yes","yes",4,2,4,1,1,4,0,14,15,15
"GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",29.9286982265767,1.29051949875429,0,"no","no","no","no","yes","yes","yes","no",4,1,1,2,2,5,0,12,13,13
"GP","F",17,"R","GT3","T",4,4,"services","services","reputation","mother",19.2361347097903,5.2001808793284,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,5,0,7,7,8
"GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",23.3134511753451,6.02907237014733,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,16,16,16
"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",10.9581971326843,10.4714381985832,0,"no","yes","no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18,18,18
"GP","M",19,"R","LE3","T",2,1,"at_home","services","course","mother",22.1389858843759,9.34062335058115,1,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,0,9,10,11
"GP","M",20,"U","GT3","A",3,2,"services","other","course","other",5.71615761285648,1.02013419987634,2,"no","no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,14,15,15
"GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",5.2594340192154,2.99164453032427,0,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,10,10,11
"GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",8.41827255673707,2.60423473990522,0,"yes","yes","no","no","no","yes","no","yes",3,4,4,1,2,5,2,10,10,11
"GP","F",18,"U","GT3","T",2,1,"services","other","course","mother",25.6792519509327,3.96823588828556,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,2,1,2,12,12,15
"GP","F",17,"U","GT3","T",2,3,"other","other","course","father",19.0833272959571,3.39986787852831,0,"no","no","no","yes","yes","yes","yes","yes",4,2,1,1,1,3,2,11,12,14
"GP","F",17,"R","GT3","T",4,4,"teacher","teacher","course","mother",6.51917349128053,1.19214524119161,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,1,5,2,15,16,17
"GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",2.37831362755969,8.74409898417071,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,1,5,2,14,15,17
"GP","F",18,"U","LE3","T",4,3,"health","services","course","mother",21.9671357120387,1.1350793747697,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,1,4,1,8,12,12,15
"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",8.61181367468089,5.69507648004219,0,"no","yes","no","yes","no","yes","yes","no",4,3,4,2,5,5,2,15,15,17
"GP","F",18,"U","GT3","T",3,3,"at_home","other","course","father",2.11471391282976,2.36278856452554,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,1,1,3,8,11,12,14
"GP","M",19,"U","GT3","T",4,2,"health","other","course","mother",29.0125809330493,3.60611591534689,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,9,11,10,10
"GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",8.35552291525528,3.69026784133166,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,3,3,5,0,12,11,13
"GP","F",18,"U","GT3","T",3,4,"other","other","course","mother",13.0706420005299,1.64467734959908,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,4,11,12,14
"GP","F",17,"U","GT3","T",4,4,"health","health","course","mother",5.60457670129836,1.03929827362299,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,2,5,2,14,15,17
"GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",9.79988899361342,2.54438923229463,0,"no","yes","no","no","yes","yes","yes","yes",5,2,2,1,2,5,14,15,14,17
"GP","F",17,"U","LE3","A",3,3,"services","other","home","mother",3.33309896709397,2.65005666553043,0,"yes","yes","no","no","yes","yes","yes","no",5,3,3,1,1,5,0,12,12,13
"GP","F",17,"U","LE3","T",2,1,"other","other","home","father",12.5393609777093,4.87538530188613,0,"no","no","no","yes","yes","yes","yes","no",4,2,3,2,2,2,2,11,12,14
"GP","M",18,"U","LE3","T",4,4,"other","other","reputation","father",3.24126808252186,1.38262798916548,0,"no","yes","no","no","yes","yes","yes","no",4,2,5,3,4,5,2,8,9,11
"GP","F",19,"U","GT3","T",1,1,"other","other","course","other",56.048773516668,5.21661640144885,0,"no","no","no","yes","yes","no","no","yes",1,5,5,4,3,5,12,10,10,11
"GP","F",19,"U","LE3","A",1,1,"other","other","course","other",45.0734142120928,4.34872594336048,2,"no","yes","no","no","no","yes","yes","yes",5,3,4,1,1,4,2,8,8,9
"GP","F",18,"U","GT3","T",2,2,"other","other","course","mother",3.23417509719729,1.31615704740398,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,5,2,4,5,2,10,10,10
"GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",9.68538374174386,3.42993266438134,0,"no","yes","no","no","yes","yes","no","yes",4,2,2,1,1,3,4,14,13,13
"GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",7.88036436587572,5.3102084051352,0,"no","yes","no","yes","yes","yes","yes","no",3,3,2,2,2,3,0,11,11,10
"GP","F",17,"U","GT3","T",3,1,"services","services","course","father",4.22708638431504,9.58568182075396,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,0,17,18,17
"GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",22.3478978429921,6.17587358574383,0,"no","no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,14,14,15
"GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",21.7785591166466,9.38431376358494,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,1,2,2,0,14,14,14
"GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",10.2629970987327,9.40170706016943,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,0,13,14,13
"GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",7.97524847649038,1.93118259310722,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,0,17,18,17
"GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",100.468926946633,1.72103461902589,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,5,5,4,2,11,10,10
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1.6903060041368,8.30505869700573,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,3,4,0,13,12,13
"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",16.5112516761292,7.91234282776713,0,"no","yes","no","no","no","yes","yes","yes",4,3,3,1,2,4,4,15,14,15
"GP","F",17,"U","GT3","T",3,3,"at_home","other","course","mother",12.4363885801286,1.26468651532196,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,2,5,5,2,11,12,11
"GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",3.34947894187644,13.0702065280639,0,"no","yes","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,11,11,12
"GP","M",19,"R","GT3","T",3,2,"at_home","services","home","other",6.1421333020553,1.51849976950325,0,"no","yes","no","no","no","yes","no","yes",5,3,4,2,2,5,0,11,10,10
"GP","F",18,"U","GT3","T",2,2,"at_home","other","course","mother",96.1605477472767,2.23169199610129,0,"no","no","no","yes","yes","yes","no","yes",4,2,5,1,1,2,2,10,9,10
"GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",11.153043337632,9.04656876460649,0,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,1,5,0,15,15,15
"GP","M",18,"U","GT3","T",2,2,"other","other","reputation","mother",3.56210842775181,1.74441638658755,0,"no","no","no","no","no","yes","yes","no",5,4,2,1,2,5,6,15,14,15
"GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",10.3913589715958,3.07397292857058,0,"no","no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,8,10,11,12
"GP","F",18,"U","LE3","T",2,2,"other","other","home","other",6.47417691396549,2.15688484231941,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,10,9,12
"GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",23.0047735897824,14.77052007569,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,6,14,13,14
"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",8.92954035382718,6.7648122983519,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,8,11,13,14
"GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",3.64312960021198,2.09376792260446,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,2,3,2,0,12,13,15
"GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",7.78359103295952,14.0662497282028,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,4,14,14,15
"GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",10.5042930268683,2.26843438646756,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,2,3,2,0,14,14,16
"GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",11.770437611267,2.86245504464023,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,2,2,0,12,12,13
"GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",13.412052355241,2.83147947001271,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,6,16,16,17
"GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",6.56946795014665,2.32716871006414,0,"no","yes","no","no","yes","yes","yes","yes",3,3,1,1,2,4,18,10,12,14
"GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",11.6732525383122,8.98295891238376,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,3,0,11,12,14
"GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",10.1803515814245,8.261085790582,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,4,14,16,17
"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",9.77534346561879,5.10134864598513,0,"no","no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,4,15,14,17
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",5.78611810784787,8.75106579158455,0,"no","yes","no","no","yes","yes","yes","yes",5,4,5,2,3,5,0,14,13,14
"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",7.77492308616638,9.21785768354312,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,11,12,13
"GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",17.6878880825825,4.65212211548351,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,2,1,10,12,15,15
"GP","F",17,"U","GT3","T",2,1,"services","other","reputation","mother",3.35124582704157,3.69867810746655,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,2,4,4,4,12,16,16
"GP","F",19,"U","LE3","A",2,3,"at_home","other","home","other",20.9164408617653,1.0312746653799,1,"no","no","no","no","yes","no","yes","no",2,2,3,3,4,5,16,10,11,11
"GP","F",17,"U","GT3","T",3,1,"other","at_home","home","mother",13.1580191627145,1.10614611790515,1,"no","yes","yes","no","yes","yes","yes","yes",4,1,2,1,1,3,6,10,13,13
"GP","F",21,"U","LE3","T",4,4,"other","other","reputation","other",6.69281342346221,8.45364778884687,2,"no","no","yes","yes","yes","yes","yes","no",3,3,2,1,1,5,0,9,12,12
"GP","M",18,"U","LE3","T",2,2,"services","services","reputation","mother",13.4990890100598,3.88502359669656,0,"no","yes","no","yes","no","no","yes","no",4,4,4,1,3,3,11,9,11,12
"GP","M",18,"U","LE3","A",3,4,"other","other","reputation","other",14.3550872928463,2.35701498598792,0,"no","no","no","yes","yes","yes","yes","yes",4,3,5,1,4,2,9,13,14,15
"GP","F",17,"U","GT3","T",2,2,"services","services","reputation","mother",6.15393094252795,3.25612193415873,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,3,4,0,13,17,17
"GP","M",17,"U","LE3","A",4,4,"health","other","reputation","mother",3.2268959316425,6.48005556198768,0,"no","yes","no","no","yes","yes","yes","no",4,4,2,1,2,4,2,12,15,15
"GP","F",18,"U","LE3","T",4,2,"teacher","other","course","mother",11.687071279157,4.36968732159585,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,1,3,0,14,17,17
"GP","M",21,"R","LE3","T",1,1,"at_home","other","course","other",26.5935626334976,4.32380447909236,2,"no","yes","no","yes","yes","no","yes","yes",5,3,3,5,2,4,21,9,10,10
"GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",25.3333586663939,5.88725667214021,0,"no","no","no","no","yes","yes","yes","yes",3,2,2,1,3,3,8,11,15,15
"GP","F",19,"U","GT3","T",4,4,"teacher","other","home","other",2.2829355658032,1.50043913093396,1,"no","yes","no","no","yes","yes","yes","yes",3,2,5,4,4,5,5,9,10,11
"GP","M",17,"U","LE3","A",3,2,"other","other","reputation","mother",5.05397343216464,3.08314717304893,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,2,5,10,16,18,18
"GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","father",13.1650091470219,5.93655150965787,0,"no","yes","no","no","yes","yes","yes","yes",4,3,4,1,2,2,5,14,17,17
"GP","M",18,"R","GT3","T",2,3,"other","services","reputation","father",10.354827507399,1.73086351342499,0,"no","no","no","no","yes","yes","yes","no",3,1,3,4,5,4,13,13,14,14
"GP","M",19,"U","GT3","T",2,1,"other","other","reputation","mother",11.1980196693912,1.17126199230552,0,"no","no","no","no","yes","yes","yes","no",5,3,4,1,4,4,10,7,11,11
"GP","F",18,"U","LE3","A",2,2,"services","other","reputation","mother",22.5642415881157,3.1755327291321,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,1,3,4,10,14,17,17
"GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",17.4854935216717,1.12666165013798,1,"yes","no","no","no","yes","yes","yes","yes",5,3,1,1,1,5,5,8,10,10
"GP","F",18,"U","GT3","T",3,2,"services","other","home","mother",4.16178890271112,4.40403140778653,0,"no","yes","no","yes","no","yes","yes","yes",3,1,2,1,2,1,4,10,13,13
"MS","F",16,"U","GT3","T",1,3,"at_home","other","other","father",19.2872346437071,1.55862912815064,0,"no","yes","no","no","yes","no","yes","yes",4,3,3,1,3,5,11,10,11,11
"MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",20.4141872317996,4.96534113353118,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,5,0,12,12,12
"MS","F",15,"R","GT3","T",1,1,"at_home","services","other","mother",5.22644724836573,1.99495890666731,1,"no","yes","no","no","yes","yes","no","yes",4,1,3,1,1,2,6,10,10,10
"MS","F",15,"R","GT3","T",3,3,"at_home","other","course","mother",28.231986227911,1.32706219772808,0,"no","yes","no","no","yes","yes","yes","no",5,4,4,2,3,5,4,10,10,11
"MS","F",16,"R","GT3","T",2,3,"at_home","services","course","mother",19.6578006329946,3.83507132274099,0,"no","no","no","no","yes","yes","no","no",4,5,2,1,2,5,0,16,17,17
"MS","F",15,"R","LE3","T",2,1,"at_home","other","home","mother",21.0252171673346,1.7885041476693,0,"no","no","no","no","yes","no","no","no",1,3,4,1,1,1,0,6,8,9
"MS","M",16,"R","LE3","A",4,4,"at_home","other","home","mother",12.1870180456899,2.51858994807117,0,"no","yes","no","no","yes","yes","no","no",5,3,2,1,3,2,5,10,11,11
"MS","M",16,"U","GT3","A",1,2,"other","other","other","mother",12.6854315283708,7.2854925156571,0,"yes","no","no","no","yes","yes","yes","no",4,4,3,1,1,5,0,10,11,11
"MS","F",17,"R","GT3","T",3,2,"at_home","other","course","father",7.83209071401507,3.39011085918173,1,"no","no","no","no","yes","yes","no","yes",4,5,4,1,2,5,0,10,10,10
"MS","F",17,"R","GT3","T",1,1,"other","other","other","father",14.2169385761954,1.85393237019889,1,"no","yes","no","no","no","no","yes","no",5,4,4,2,2,5,0,6,6,7
"MS","F",15,"R","GT3","T",4,4,"teacher","other","course","mother",21.6142759483773,1.52349092951044,0,"no","no","no","no","yes","yes","yes","yes",1,5,1,3,5,5,0,13,14,14
"MS","F",16,"U","LE3","A",2,2,"at_home","other","reputation","mother",21.8068400491029,14.3872842588462,0,"no","no","no","yes","no","no","no","yes",1,2,1,1,1,1,4,10,9,11
"MS","F",15,"R","LE3","T",1,1,"at_home","services","reputation","father",29.2700207582675,2.35383578808978,0,"no","yes","no","no","yes","yes","yes","no",5,4,3,1,2,4,0,10,10,10
"MS","F",15,"R","LE3","T",1,1,"other","services","course","mother",25.7701858284418,1.63998540048487,1,"no","yes","no","no","yes","yes","yes","yes",4,4,3,1,2,2,4,6,7,8
"MS","F",16,"R","GT3","T",0,2,"other","other","other","mother",16.8597121734638,1.2414304818958,0,"no","yes","no","yes","yes","yes","no","no",3,2,3,1,2,2,0,12,11,12
"MS","F",17,"R","GT3","T",2,3,"other","other","course","mother",22.1846222737804,1.36681565036997,0,"no","yes","no","no","yes","yes","yes","no",5,5,5,1,3,3,2,10,11,12
"MS","F",15,"R","GT3","T",3,3,"other","services","course","father",16.8286896357313,1.66001487523317,0,"no","no","no","no","no","yes","yes","no",4,1,3,1,1,4,0,14,16,16
"MS","M",16,"U","GT3","T",1,1,"at_home","services","home","mother",24.3316495546605,2.79616967472248,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,4,5,3,0,7,0,0
"MS","M",17,"U","GT3","T",1,1,"other","other","home","mother",6.8308010622859,3.22827819618396,0,"no","no","yes","no","no","yes","yes","no",4,4,3,2,4,5,4,8,9,9
"MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",10.8972861208022,2.81286267563701,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,0,12,13,14
"MS","M",15,"R","LE3","T",4,1,"health","services","reputation","father",5.76170451985672,4.52844651881605,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,2,2,7,7,9,8
"MS","M",16,"R","GT3","T",3,4,"other","health","other","mother",57.01083384105,3.32421604404226,0,"no","no","no","no","no","yes","no","no",3,4,5,1,2,5,4,9,10,11
"MS","M",15,"R","GT3","T",1,1,"other","other","course","mother",107.152101863176,3.69046582747251,0,"no","yes","no","yes","yes","yes","no","yes",5,4,5,2,4,4,8,7,9,9
"MS","M",15,"U","LE3","T",3,3,"at_home","at_home","reputation","father",10.5063200141303,4.43966092448682,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,0,11,11,11
"MS","M",17,"R","GT3","T",2,1,"other","other","other","mother",52.3150705627631,1.1855698027648,0,"no","no","no","yes","yes","no","no","yes",5,5,5,5,5,3,8,8,10,9
"MS","F",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",29.6460293268319,9.59360550157726,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,6,16,16,17
"MS","F",15,"R","GT3","T",1,2,"other","services","course","mother",16.7936567170545,1.46282024192624,0,"no","no","no","no","yes","yes","no","no",5,1,2,1,1,1,3,11,13,13
"MS","F",16,"R","GT3","T",2,3,"other","services","course","mother",53.5673256707378,4.12386127281934,0,"no","yes","no","no","yes","yes","yes","no",4,5,4,1,2,1,2,15,15,15
"MS","M",16,"R","GT3","T",1,2,"other","other","course","father",25.4134738992434,2.78917201701552,0,"no","no","no","no","yes","yes","no","no",4,3,3,1,1,5,0,10,11,11
"MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",49.4213438755833,3.95348602486774,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,1,1,4,4,9,10,11
"MS","F",16,"U","GT3","T",1,2,"other","services","course","mother",6.03648953093216,9.39610329456627,1,"no","yes","no","no","yes","yes","no","no",1,3,2,1,2,4,0,10,8,8
